,sqft_living,zipcode,grade,price,sca_sqft_living
67,2240,98001,7,287000.0,0.2857142857142857
68,1000,98042,7,204000.0,-0.8214285714285714
71,1260,98034,7,325000.0,-0.5892857142857143
72,2750,98125,7,571000.0,0.7410714285714286
73,2380,98038,8,360000.0,0.4107142857142857
74,1790,98042,7,349000.0,-0.11607142857142858
76,1760,98008,7,380000.0,-0.14285714285714285
77,1040,98116,7,480000.0,-0.7857142857142857
78,1410,98133,7,410000.0,-0.45535714285714285
80,2350,98038,8,390000.0,0.38392857142857145
81,1900,98038,7,360000.0,-0.017857142857142856
82,2020,98118,7,355000.0,0.08928571428571429
83,1680,98059,8,356000.0,-0.21428571428571427
84,960,98125,6,315000.0,-0.8571428571428571
85,2140,98119,9,940000.0,0.19642857142857142
86,2660,98092,7,305000.0,0.6607142857142857
87,2770,98056,9,461000.0,0.7589285714285714
88,1610,98056,7,215000.0,-0.2767857142857143
89,1030,98136,7,335000.0,-0.7946428571428571
90,1980,98023,7,243500.0,0.05357142857142857
92,1200,98023,7,153000.0,-0.6428571428571429
94,1580,98117,8,700000.0,-0.30357142857142855
95,3300,98040,7,905000.0,1.2321428571428572
96,1960,98032,7,247500.0,0.03571428571428571
97,1160,98023,7,199000.0,-0.6785714285714286
98,1810,98038,7,314000.0,-0.09821428571428571
99,2320,98045,9,437500.0,0.35714285714285715
100,2070,98102,9,850830.0,0.13392857142857142
101,1980,98117,7,555000.0,0.05357142857142857
102,2190,98077,8,699950.0,0.24107142857142858
103,2920,98004,8,1090000.0,0.8928571428571429
104,1210,98058,7,290000.0,-0.6339285714285714
105,2340,98058,8,375000.0,0.375
106,1670,98117,7,460000.0,-0.22321428571428573
107,1240,98198,8,188500.0,-0.6071428571428571
109,2030,98052,7,470000.0,0.09821428571428571
110,2310,98027,8,597750.0,0.3482142857142857
111,1260,98103,6,570000.0,-0.5892857142857143
112,1540,98038,7,272500.0,-0.3392857142857143
113,2080,98108,7,329950.0,0.14285714285714285
114,3230,98001,9,480000.0,1.1696428571428572
116,1590,98103,8,518500.0,-0.29464285714285715
117,880,98178,6,205425.0,-0.9285714285714286
118,1570,98168,6,171800.0,-0.3125
119,1610,98144,7,535000.0,-0.2767857142857143
120,2400,98177,8,660000.0,0.42857142857142855
121,1450,98034,7,391500.0,-0.41964285714285715
122,770,98117,6,395000.0,-1.0267857142857142
123,2100,98118,7,445000.0,0.16071428571428573
124,2910,98052,9,770000.0,0.8839285714285714
126,2100,98178,8,445000.0,0.16071428571428573
127,2160,98023,8,260000.0,0.21428571428571427
128,2320,98103,7,822500.0,0.35714285714285715
129,2070,98065,7,430000.0,0.13392857142857142
130,1060,98092,7,212000.0,-0.7678571428571429
131,2010,98027,8,660500.0,0.08035714285714286
132,3950,98052,9,784000.0,1.8125
133,2010,98029,8,453246.0,0.08035714285714286
134,2140,98107,9,675000.0,0.19642857142857142
135,1320,98003,7,199000.0,-0.5357142857142857
136,2020,98003,7,220000.0,0.08928571428571429
137,2590,98028,8,452000.0,0.5982142857142857
138,1190,98125,6,382500.0,-0.6517857142857143
139,1170,98107,8,519950.0,-0.6696428571428571
140,1110,98119,7,665000.0,-0.7232142857142857
141,2820,98006,8,527700.0,0.8035714285714286
142,1610,98058,7,205000.0,-0.2767857142857143
143,1060,98133,7,420000.0,-0.7678571428571429
144,2030,98006,8,500000.0,0.09821428571428571
145,3670,98077,9,921500.0,1.5625
146,2550,98109,8,890000.0,0.5625
147,2420,98027,7,430000.0,0.44642857142857145
148,2260,98032,8,258000.0,0.30357142857142855
149,1430,98103,7,511000.0,-0.4375
150,1360,98103,8,532170.0,-0.5
151,1110,98107,7,560000.0,-0.7232142857142857
152,1250,98003,7,282950.0,-0.5982142857142857
154,700,98115,7,350000.0,-1.0892857142857142
155,1180,98058,7,215000.0,-0.6607142857142857
156,3960,98056,9,650000.0,1.8214285714285714
157,2640,98023,8,320000.0,0.6428571428571429
158,1270,98022,7,247000.0,-0.5803571428571429
159,1760,98059,8,320000.0,-0.14285714285714285
160,2060,98146,7,255000.0,0.125
161,1780,98034,7,438000.0,-0.125
163,1910,98034,7,441000.0,-0.008928571428571428
164,2020,98027,7,420000.0,0.08928571428571429
165,1580,98034,7,370000.0,-0.30357142857142855
167,2680,98006,9,807100.0,0.6785714285714286
168,2680,98034,8,653000.0,0.6785714285714286
169,1370,98133,7,371500.0,-0.49107142857142855
170,1560,98166,7,284000.0,-0.32142857142857145
171,2160,98023,7,272000.0,0.21428571428571427
172,1340,98133,7,313000.0,-0.5178571428571429
174,2590,98006,8,673000.0,0.5982142857142857
175,1120,98122,8,425000.0,-0.7142857142857143
176,1970,98144,7,399950.0,0.044642857142857144
177,1220,98122,6,385000.0,-0.625
178,1950,98022,7,269950.0,0.026785714285714284
179,1350,98177,7,330000.0,-0.5089285714285714
180,1670,98030,7,260000.0,-0.22321428571428573
181,2380,98126,7,470000.0,0.4107142857142857
182,2440,98034,7,589000.0,0.4642857142857143
183,1050,98038,7,163500.0,-0.7767857142857143
184,3130,98052,9,835000.0,1.0803571428571428
186,1490,98023,8,269000.0,-0.38392857142857145
187,1900,98074,8,560000.0,-0.017857142857142856
188,1330,98103,6,615000.0,-0.5267857142857143
189,2230,98052,8,585188.0,0.2767857142857143
190,1650,98034,7,305000.0,-0.24107142857142858
191,1190,98058,6,166950.0,-0.6517857142857143
192,2140,98040,8,799000.0,0.19642857142857142
193,2180,98133,7,400000.0,0.23214285714285715
194,1060,98155,7,230000.0,-0.7678571428571429
195,1690,98023,8,256883.0,-0.20535714285714285
196,1970,98108,7,423000.0,0.044642857142857144
197,2150,98126,8,465000.0,0.20535714285714285
198,1910,98024,7,440000.0,-0.008928571428571428
199,1350,98038,7,385000.0,-0.5089285714285714
200,860,98056,6,210000.0,-0.9464285714285714
201,1940,98042,8,297000.0,0.017857142857142856
202,1010,98107,7,470000.0,-0.8125
203,1300,98023,7,226500.0,-0.5535714285714286
204,910,98059,6,274250.0,-0.9017857142857143
205,2480,98040,9,840000.0,0.5
206,2440,98052,8,677900.0,0.4642857142857143
207,1010,98116,7,425000.0,-0.8125
208,900,98166,6,180250.0,-0.9107142857142857
209,2300,98133,7,464000.0,0.3392857142857143
210,1550,98038,8,320000.0,-0.33035714285714285
211,1270,98105,8,625504.0,-0.5803571428571429
212,2240,98074,9,592500.0,0.2857142857142857
213,2714,98001,9,465000.0,0.7089285714285715
214,1720,98118,8,477000.0,-0.17857142857142858
215,850,98168,6,280000.0,-0.9553571428571429
217,2250,98146,8,445838.0,0.29464285714285715
218,3900,98144,8,1070000.0,1.7678571428571428
219,1320,98177,8,467000.0,-0.5357142857142857
221,1750,98198,7,279950.0,-0.15178571428571427
222,2330,98011,8,527000.0,0.36607142857142855
223,2220,98030,8,325000.0,0.26785714285714285
224,2020,98038,7,328000.0,0.08928571428571429
225,1250,98146,7,390000.0,-0.5982142857142857
226,1510,98053,8,479950.0,-0.36607142857142855
227,1720,98023,7,264950.0,-0.17857142857142858
228,1430,98031,7,235000.0,-0.4375
229,1480,98053,7,516500.0,-0.39285714285714285
230,1450,98166,7,655000.0,-0.41964285714285715
231,2280,98059,7,500000.0,0.32142857142857145
232,2940,98023,8,315000.0,0.9107142857142857
233,1000,98024,6,213000.0,-0.8214285714285714
234,2480,98108,7,475000.0,0.5
236,2220,98010,7,416000.0,0.26785714285714285
237,1970,98122,7,410000.0,0.044642857142857144
240,1430,98003,7,225000.0,-0.4375
241,830,98126,6,210000.0,-0.9732142857142857
242,1430,98115,7,455000.0,-0.4375
243,1300,98002,6,225000.0,-0.5535714285714286
244,1030,98103,7,480000.0,-0.7946428571428571
245,2740,98023,9,363000.0,0.7321428571428571
247,720,98106,6,181000.0,-1.0714285714285714
248,2010,98002,7,250000.0,0.08035714285714286
249,1560,98103,6,481000.0,-0.32142857142857145
250,1810,98032,7,260000.0,-0.09821428571428571
251,3360,98058,9,455000.0,1.2857142857142858
252,1510,98045,8,415000.0,-0.36607142857142855
253,1400,98118,7,349500.0,-0.4642857142857143
254,1730,98030,7,245000.0,-0.16964285714285715
255,1420,98115,7,592500.0,-0.44642857142857145
256,2360,98106,7,385000.0,0.39285714285714285
257,1580,98059,7,315000.0,-0.30357142857142855
258,1230,98045,7,255000.0,-0.6160714285714286
259,2460,98052,8,693000.0,0.48214285714285715
260,1660,98112,8,780000.0,-0.23214285714285715
261,1270,98198,7,237000.0,-0.5803571428571429
265,1700,98031,7,290000.0,-0.19642857142857142
266,1120,98106,7,285000.0,-0.7142857142857143
267,1070,98115,7,415000.0,-0.7589285714285714
268,2070,98023,8,272500.0,0.13392857142857142
271,1040,98133,7,436000.0,-0.7857142857142857
272,1700,98003,7,210000.0,-0.19642857142857142
273,1300,98178,7,236000.0,-0.5535714285714286
274,1080,98199,7,331000.0,-0.75
275,2653,98031,8,365000.0,0.6544642857142857
276,2290,98058,8,450000.0,0.33035714285714285
277,3820,98028,9,770000.0,1.6964285714285714
278,2210,98038,8,455000.0,0.25892857142857145
279,2390,98118,6,405000.0,0.41964285714285715
280,2600,98031,7,304900.0,0.6071428571428571
281,860,98178,6,170000.0,-0.9464285714285714
283,3500,98053,9,780000.0,1.4107142857142858
284,2420,98028,8,330000.0,0.44642857142857145
285,2720,98030,9,370000.0,0.7142857142857143
286,2500,98072,7,467000.0,0.5178571428571429
287,1670,98034,7,405000.0,-0.22321428571428573
288,2900,98006,8,675000.0,0.875
289,1640,98006,7,500000.0,-0.25
290,1890,98166,7,389999.0,-0.026785714285714284
291,2950,98034,8,630000.0,0.9196428571428571
292,2160,98001,9,360000.0,0.21428571428571427
293,3280,98056,8,580000.0,1.2142857142857142
294,1970,98126,8,550000.0,0.044642857142857144
296,1320,98042,7,265000.0,-0.5357142857142857
297,2650,98059,8,446500.0,0.6517857142857143
298,2030,98108,7,404000.0,0.09821428571428571
299,1590,98188,7,267500.0,-0.29464285714285715
301,2440,98003,8,335000.0,0.4642857142857143
302,1940,98117,7,576000.0,0.017857142857142856
303,2040,98038,8,208633.0,0.10714285714285714
304,2200,98166,7,315000.0,0.25
305,1920,98112,8,725000.0,0.0
306,1800,98177,8,550000.0,-0.10714285714285714
307,2180,98074,8,610750.0,0.23214285714285715
308,1010,98105,6,550700.0,-0.8125
309,3320,98056,8,665000.0,1.25
310,2370,98144,8,834000.0,0.4017857142857143
311,1660,98065,6,201000.0,-0.23214285714285715
315,1950,98058,8,305000.0,0.026785714285714284
316,2590,98133,8,487000.0,0.5982142857142857
317,1930,98042,8,390000.0,0.008928571428571428
318,1470,98103,7,548000.0,-0.4017857142857143
319,800,98166,6,268750.0,-1.0
320,3150,98052,9,819900.0,1.0982142857142858
321,2030,98027,8,520000.0,0.09821428571428571
322,1450,98001,7,230000.0,-0.41964285714285715
323,1510,98023,7,240000.0,-0.36607142857142855
325,1240,98146,6,240500.0,-0.6071428571428571
326,3030,98077,9,274975.0,0.9910714285714286
327,2050,98102,9,740000.0,0.11607142857142858
328,1000,98166,7,186375.0,-0.8214285714285714
329,2370,98005,9,790000.0,0.4017857142857143
330,2800,98105,9,880000.0,0.7857142857142857
331,2240,98198,7,279000.0,0.2857142857142857
332,1810,98022,8,295000.0,-0.09821428571428571
333,1070,98103,7,640000.0,-0.7589285714285714
334,2490,98040,9,940000.0,0.5089285714285714
335,1960,98038,7,260000.0,0.03571428571428571
336,2930,98072,9,559900.0,0.9017857142857143
337,1510,98103,7,791500.0,-0.36607142857142855
338,1420,98133,7,265000.0,-0.44642857142857145
339,1740,98178,7,245000.0,-0.16071428571428573
340,2560,98052,7,485000.0,0.5714285714285714
341,3040,98059,9,684000.0,1.0
342,2500,98125,8,425000.0,0.5178571428571429
343,1275,98070,6,309600.0,-0.5758928571428571
344,2580,98065,8,552250.0,0.5892857142857143
346,1000,98178,6,239900.0,-0.8214285714285714
347,1070,98059,6,320000.0,-0.7589285714285714
348,1390,98030,7,206600.0,-0.4732142857142857
349,2500,98155,7,387000.0,0.5178571428571429
351,2270,98040,9,855000.0,0.3125
352,1900,98166,7,315000.0,-0.017857142857142856
353,990,98103,7,437500.0,-0.8303571428571429
354,1550,98001,7,252000.0,-0.33035714285714285
355,2200,98118,7,375000.0,0.25
356,1910,98038,7,300000.0,-0.008928571428571428
357,1750,98006,7,420000.0,-0.15178571428571427
358,1330,98033,7,900000.0,-0.5267857142857143
359,2440,98116,9,679900.0,0.4642857142857143
360,1640,98053,7,463000.0,-0.25
361,2760,98059,9,380000.0,0.75
362,1820,98038,7,329500.0,-0.08928571428571429
363,2110,98033,8,604950.0,0.16964285714285715
364,3040,98006,8,795000.0,1.0
365,1840,98045,7,465000.0,-0.07142857142857142
366,2990,98166,9,673000.0,0.9553571428571429
368,2440,98075,8,785000.0,0.4642857142857143
369,2090,98056,7,338000.0,0.15178571428571427
370,1430,98056,7,280000.0,-0.4375
372,2180,98133,7,530000.0,0.23214285714285715
373,3450,98023,9,380000.0,1.3660714285714286
374,1450,98056,7,297000.0,-0.41964285714285715
376,1640,98125,7,450000.0,-0.25
377,1590,98038,7,275000.0,-0.29464285714285715
378,2020,98115,7,595000.0,0.08928571428571429
379,1300,98144,7,435000.0,-0.5535714285714286
380,1380,98011,6,270000.0,-0.48214285714285715
382,2130,98019,7,389000.0,0.1875
383,2550,98052,8,560000.0,0.5625
385,2510,98040,8,799000.0,0.5267857142857143
386,1410,98072,7,365500.0,-0.45535714285714285
387,1650,98058,7,252350.0,-0.24107142857142858
388,2120,98146,8,403950.0,0.17857142857142858
389,2040,98177,7,385000.0,0.10714285714285714
390,1550,98106,7,345000.0,-0.33035714285714285
391,1980,98008,9,490000.0,0.05357142857142857
392,1600,98019,8,330000.0,-0.2857142857142857
393,3300,98004,8,927000.0,1.2321428571428572
395,1220,98028,7,330000.0,-0.625
396,2720,98008,7,530000.0,0.7142857142857143
397,1940,98006,8,365000.0,0.017857142857142856
398,2160,98118,7,378750.0,0.21428571428571427
399,1530,98058,7,269900.0,-0.3482142857142857
400,1710,98122,8,557000.0,-0.1875
401,3730,98022,7,360000.0,1.6160714285714286
402,940,98117,7,352000.0,-0.875
403,1750,98045,8,437000.0,-0.15178571428571427
404,1820,98038,7,322500.0,-0.08928571428571429
405,1510,98116,9,650000.0,-0.36607142857142855
406,1290,98103,8,450000.0,-0.5625
407,1570,98092,7,278500.0,-0.3125
408,1930,98055,8,364950.0,0.008928571428571428
410,1550,98031,7,268000.0,-0.33035714285714285
412,2990,98077,8,632925.0,0.9553571428571429
413,2000,98034,9,577500.0,0.07142857142857142
414,2390,98178,7,339000.0,0.41964285714285715
415,2910,98052,7,570000.0,0.8839285714285714
416,2085,98024,7,563500.0,0.14732142857142858
417,2200,98133,7,423000.0,0.25
418,1860,98019,8,355000.0,-0.05357142857142857
420,950,98103,7,482000.0,-0.8660714285714286
421,1600,98006,7,625000.0,-0.2857142857142857
422,2250,98056,8,538000.0,0.29464285714285715
423,2280,98058,8,380000.0,0.32142857142857145
424,940,98122,7,375000.0,-0.875
425,1530,98038,7,245000.0,-0.3482142857142857
426,2190,98166,7,310000.0,0.24107142857142858
428,1440,98034,7,397000.0,-0.42857142857142855
429,2200,98058,8,365000.0,0.25
430,2290,98042,9,328500.0,0.33035714285714285
432,2610,98103,8,1000000.0,0.6160714285714286
433,1490,98055,7,237000.0,-0.38392857142857145
434,2450,98011,8,525000.0,0.4732142857142857
435,1710,98006,9,749000.0,-0.1875
438,1270,98115,8,438000.0,-0.5803571428571429
439,2120,98146,8,578000.0,0.17857142857142858
440,1670,98001,7,227950.0,-0.22321428571428573
441,2070,98001,7,196000.0,0.13392857142857142
442,1420,98105,8,641000.0,-0.44642857142857145
443,1250,98038,6,350000.0,-0.5982142857142857
444,940,98032,7,205000.0,-0.875
445,1920,98072,7,400000.0,0.0
447,1260,98034,7,505000.0,-0.5892857142857143
448,2340,98034,7,475000.0,0.375
449,2590,98028,8,520000.0,0.5982142857142857
451,1220,98011,7,333500.0,-0.625
452,1400,98038,6,232000.0,-0.4642857142857143
453,2360,98006,8,691100.0,0.39285714285714285
454,1870,98040,8,811000.0,-0.044642857142857144
455,2830,98028,9,551000.0,0.8125
456,2260,98072,8,496500.0,0.30357142857142855
457,1970,98070,9,705000.0,0.044642857142857144
458,3140,98055,9,578000.0,1.0892857142857142
459,1240,98042,7,255000.0,-0.6071428571428571
461,2570,98042,8,348000.0,0.5803571428571429
462,1510,98031,7,230000.0,-0.36607142857142855
463,2390,98023,9,359500.0,0.41964285714285715
464,980,98133,6,330000.0,-0.8392857142857143
466,1480,98133,7,465000.0,-0.39285714285714285
467,1850,98042,8,325000.0,-0.0625
468,2270,98168,7,340500.0,0.3125
469,1810,98038,8,342500.0,-0.09821428571428571
470,1610,98178,6,290900.0,-0.2767857142857143
474,3390,98074,9,859900.0,1.3125
475,1890,98029,7,520000.0,-0.026785714285714284
476,1610,98118,9,460000.0,-0.2767857142857143
477,1050,98115,7,438924.0,-0.7767857142857143
479,2910,98033,8,590000.0,0.8839285714285714
480,1700,98006,7,378500.0,-0.19642857142857142
481,1950,98042,9,328500.0,0.026785714285714284
482,2990,98005,8,849950.0,0.9553571428571429
483,1350,98136,7,525000.0,-0.5089285714285714
485,2160,98023,8,295000.0,0.21428571428571427
487,890,98118,6,207950.0,-0.9196428571428571
488,2810,98075,9,699900.0,0.7946428571428571
490,1580,98052,7,452000.0,-0.30357142857142855
491,1680,98055,7,370000.0,-0.21428571428571427
492,1300,98042,7,232000.0,-0.5535714285714286
493,2820,98034,7,669950.0,0.8035714285714286
494,1510,98034,7,397500.0,-0.36607142857142855
495,1230,98112,8,490000.0,-0.6160714285714286
496,2110,98116,9,725000.0,0.16964285714285715
497,3080,98032,7,299000.0,1.0357142857142858
498,1490,98116,7,625000.0,-0.38392857142857145
499,2120,98065,7,437500.0,0.17857142857142858
500,3180,98065,9,650000.0,1.125
501,1490,98117,7,475000.0,-0.38392857142857145
502,1930,98042,8,342000.0,0.008928571428571428
504,1670,98055,7,280000.0,-0.22321428571428573
505,1330,98188,7,240000.0,-0.5267857142857143
506,1210,98107,7,529000.0,-0.6339285714285714
507,1190,98136,7,442000.0,-0.6517857142857143
508,1540,98119,7,615000.0,-0.3392857142857143
510,2430,98052,8,585000.0,0.45535714285714285
511,2600,98059,8,480000.0,0.6071428571428571
513,1330,98133,7,290000.0,-0.5267857142857143
514,1900,98116,7,615000.0,-0.017857142857142856
515,1100,98133,7,300000.0,-0.7321428571428571
516,1980,98030,6,308000.0,0.05357142857142857
517,2400,98033,9,750000.0,0.42857142857142855
520,1190,98058,6,288000.0,-0.6517857142857143
521,630,98178,6,190000.0,-1.1517857142857142
522,2530,98133,8,515000.0,0.5446428571428571
524,940,98126,6,275000.0,-0.875
525,1240,98004,7,727500.0,-0.6071428571428571
526,3040,98053,7,650000.0,1.0
528,1590,98125,6,365000.0,-0.29464285714285715
529,2500,98052,9,662000.0,0.5178571428571429
530,1780,98038,7,270500.0,-0.125
531,1360,98092,7,200000.0,-0.5
533,1010,98198,7,160000.0,-0.8125
534,1040,98010,6,204000.0,-0.7857142857142857
535,1610,98058,7,358000.0,-0.2767857142857143
536,1570,98011,7,452000.0,-0.3125
537,1510,98103,7,595000.0,-0.36607142857142855
538,1360,98042,7,249000.0,-0.5
539,1970,98055,8,346900.0,0.044642857142857144
541,1560,98056,7,280000.0,-0.32142857142857145
542,2320,98032,8,318888.0,0.35714285714285715
543,2120,98075,8,530000.0,0.17857142857142858
544,2120,98031,8,375000.0,0.17857142857142858
547,1070,98106,9,259950.0,-0.7589285714285714
548,2300,98058,7,315000.0,0.3392857142857143
549,1320,98168,6,215000.0,-0.5357142857142857
550,2180,98040,7,705000.0,0.23214285714285715
552,1790,98155,7,451000.0,-0.11607142857142858
553,750,98055,6,261000.0,-1.0446428571428572
554,1300,98028,7,396000.0,-0.5535714285714286
555,2990,98059,9,725000.0,0.9553571428571429
557,1400,98188,7,238000.0,-0.4642857142857143
558,2750,98052,8,750000.0,0.7410714285714286
559,2050,98042,7,331500.0,0.11607142857142858
560,2230,98065,7,460000.0,0.2767857142857143
561,2340,98092,8,404950.0,0.375
562,2870,98103,9,880000.0,0.8482142857142857
564,2080,98005,7,638700.0,0.14285714285714285
565,1840,98053,7,435000.0,-0.07142857142857142
566,1180,98178,6,260000.0,-0.6607142857142857
567,2160,98105,7,671500.0,0.21428571428571427
568,1180,98109,8,610000.0,-0.6607142857142857
569,1160,98014,6,405000.0,-0.6785714285714286
570,1830,98038,7,338900.0,-0.08035714285714286
572,2560,98108,7,442000.0,0.5714285714285714
573,2550,98122,8,650000.0,0.5625
574,1330,98058,7,263500.0,-0.5267857142857143
575,1220,98038,7,300000.0,-0.625
576,1805,98002,7,266000.0,-0.10267857142857142
578,2320,98028,8,530000.0,0.35714285714285715
579,1384,98023,6,180000.0,-0.4785714285714286
580,2720,98065,9,619000.0,0.7142857142857143
581,1820,98003,7,264000.0,-0.08928571428571429
582,2130,98116,7,730000.0,0.1875
583,2060,98034,7,439000.0,0.125
584,1420,98031,7,268500.0,-0.44642857142857145
585,1510,98045,7,330000.0,-0.36607142857142855
586,2160,98122,8,640000.0,0.21428571428571427
588,2110,98038,8,370000.0,0.16964285714285715
589,2060,98144,8,685000.0,0.125
590,1830,98053,7,505000.0,-0.08035714285714286
591,1820,98022,7,265000.0,-0.08928571428571429
592,1610,98055,8,290000.0,-0.2767857142857143
593,1780,98038,7,296000.0,-0.125
594,1840,98178,7,360000.0,-0.07142857142857142
595,1460,98168,7,240500.0,-0.4107142857142857
596,1400,98126,8,372500.0,-0.4642857142857143
597,3370,98045,9,595000.0,1.2946428571428572
598,3590,98023,9,515000.0,1.4910714285714286
600,1670,98053,8,507000.0,-0.22321428571428573
601,2420,98092,9,399950.0,0.44642857142857145
602,1430,98010,7,185000.0,-0.4375
603,1440,98052,7,460000.0,-0.42857142857142855
604,1450,98029,7,435500.0,-0.41964285714285715
605,3550,98188,8,469000.0,1.4553571428571428
606,1270,98103,8,531000.0,-0.5803571428571429
607,940,98177,7,443500.0,-0.875
608,1670,98042,7,223000.0,-0.22321428571428573
609,3100,98028,8,590000.0,1.0535714285714286
610,1100,98103,7,340000.0,-0.7321428571428571
611,1870,98199,8,650000.0,-0.044642857142857144
612,1930,98029,8,533600.0,0.008928571428571428
613,2540,98074,9,695000.0,0.5535714285714286
614,1280,98031,7,242000.0,-0.5714285714285714
615,1820,98125,7,425000.0,-0.08928571428571429
616,1490,98052,7,525000.0,-0.38392857142857145
617,1880,98029,8,485000.0,-0.03571428571428571
618,1250,98045,7,175000.0,-0.5982142857142857
619,1440,98092,8,210000.0,-0.42857142857142855
620,1920,98031,7,260000.0,0.0
621,2060,98116,7,577000.0,0.125
622,1210,98002,7,200000.0,-0.6339285714285714
623,1760,98117,7,605000.0,-0.14285714285714285
624,990,98133,6,325000.0,-0.8303571428571429
625,960,98178,6,289500.0,-0.8571428571428571
626,1660,98144,9,559950.0,-0.23214285714285715
627,1900,98115,8,1040000.0,-0.017857142857142856
628,1270,98199,7,543500.0,-0.5803571428571429
629,3250,98042,9,480000.0,1.1875
630,960,98022,6,218000.0,-0.8571428571428571
631,1330,98199,7,565000.0,-0.5267857142857143
632,2080,98056,7,426700.0,0.14285714285714285
633,2690,98028,8,650000.0,0.6875
634,890,98105,7,542000.0,-0.9196428571428571
635,1070,98052,7,415000.0,-0.7589285714285714
636,1200,98002,6,214000.0,-0.6428571428571429
637,1360,98188,7,245000.0,-0.5
638,2050,98003,8,314500.0,0.11607142857142858
639,3000,98116,9,1120000.0,0.9642857142857143
640,1300,98136,7,378000.0,-0.5535714285714286
641,2250,98001,7,305000.0,0.29464285714285715
642,3740,98028,8,595000.0,1.625
643,1660,98116,9,729500.0,-0.23214285714285715
644,2360,98065,7,430000.0,0.39285714285714285
645,1760,98038,7,240000.0,-0.14285714285714285
646,1680,98136,7,545000.0,-0.21428571428571427
647,1320,98105,7,530000.0,-0.5357142857142857
648,870,98198,6,157000.0,-0.9375
649,1260,98146,6,425000.0,-0.5892857142857143
650,1000,98166,6,220000.0,-0.8214285714285714
651,2020,98077,8,521000.0,0.08928571428571429
652,1920,98118,7,325000.0,0.0
653,2150,98126,7,597500.0,0.20535714285714285
654,1470,98065,7,337000.0,-0.4017857142857143
657,990,98105,6,495000.0,-0.8303571428571429
658,2770,98052,8,748000.0,0.7589285714285714
659,1250,98004,7,888000.0,-0.5982142857142857
660,1140,98045,7,269900.0,-0.6964285714285714
661,2250,98027,7,496500.0,0.29464285714285715
662,1640,98155,7,475000.0,-0.25
663,1255,98125,7,312000.0,-0.59375
664,1290,98072,7,323000.0,-0.5625
665,1300,98059,7,331000.0,-0.5535714285714286
666,1220,98133,8,306000.0,-0.625
667,2630,98117,8,655000.0,0.6339285714285714
668,1950,98003,8,290000.0,0.026785714285714284
